index,DATE_TIME,TIME_EPOCH,VOLTAGE,CURRENT,TEMP_SENSOR1,TEMP_SENSOR2,TEMP_SENSOR3,TEMP_SENSOR4,TEMP_SENSOR5,HEATER1_STATUS,HEATER2_STATUS,HEATER3_STATUS,HEATER4_STATUS,HEATER5_STATUS
275,2021-08-26 17:46:40,1630000000000.0,,11.61,,,,,,,,,,      
276,2021-08-26 17:46:40,1630000000000.0,,11.61,,,,,,,,,,      
277,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
278,2021-08-26 17:46:40,1630000000000.0,219.92000000000002,11.36,,,,,,,,,,      
279,2021-08-26 17:46:40,1630000000000.0,,11.36,,21.0,,,,,,,,      
280,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
281,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
282,2021-08-26 17:46:40,1630000000000.0,219.84,11.36,,,,,,,,,,      
283,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
284,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
285,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
286,2021-08-26 17:46:40,1630000000000.0,219.92000000000002,11.36,,,,,,,,,,      
287,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,11.0,,,,,      
288,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
289,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,,0.0,1.0,0.0,,      
290,2021-08-26 17:46:40,1630000000000.0,219.84,10.59,,,,,,,,,,      
291,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,,,,,,      
292,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,,,,,1.0,0
293,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
294,2021-08-26 17:46:40,1630000000000.0,219.84,10.33,,,,,,,,,,      
295,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
296,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
297,2021-08-26 17:46:40,1630000000000.0,,10.84,,,,18.76,,,,,,      
298,2021-08-26 17:46:40,1630000000000.0,219.84,10.84,,,,,,,,,,      
299,2021-08-26 17:46:40,1630000000000.0,,10.84,,,,,,,,,,      
300,2021-08-26 17:46:40,1630000000000.0,,10.84,,,,,,,,,,      
301,2021-08-26 17:46:40,1630000000000.0,,11.1,,,,,,,,,,      
302,2021-08-26 17:46:40,1630000000000.0,219.84,11.1,21.88,,,,,,,,,      
303,2021-08-26 17:46:40,1630000000000.0,,11.1,,,31.0,,,,,,,      
304,2021-08-26 17:46:40,1630000000000.0,,11.1,,,,,,,,,,      
305,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
306,2021-08-26 17:46:40,1630000000000.0,219.84,10.33,,,,,,,,,,      
307,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
308,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
309,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,,,,,,      
310,2021-08-26 17:46:40,1630000000000.0,219.84,10.59,,,,,,,,,,      
311,2021-08-26 17:46:40,1630000000000.0,,10.59,,21.0,,,,,,,,      
312,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,,,,,,      
313,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
314,2021-08-26 17:46:40,1630000000000.0,219.84,10.33,,,,,,,,,,      
315,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
316,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
317,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,,,,,,      
318,2021-08-26 17:46:40,1630000000000.0,219.84,10.59,,,,,,,,,,      
319,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,10.0,,,,,      
